ID,geneName,ORF,pfam,organism,fullName,Entrez,EC,uniprot,KO,GO
O49499,CCOAOMT1,At4g34050,,Arabidopsis thaliana,Caffeoyl-CoA O-methyltransferase 1,,2.1.1.104,O49499; Q8L989,K00588,GO:0005829; GO:0005886; GO:0042409; GO:0046872; GO:0008757; GO:0009805; GO:0009809; GO:0032259; GO:0046686
O49498,DML3,At4g34060,,Arabidopsis thaliana,DEMETER-like protein 3,,3.2.2.-,O49498; Q5XV59,,GO:0005634; GO:0051539; GO:0003677; GO:0019104; GO:0046872; GO:0006284; GO:0010216
AT4G08915,AT4G08915,AT4G08915,,n/a,unknown,,,,,
Q8W478,At4g34070,At4g34070,,Arabidopsis thaliana,Uncharacterized protein,,,Q8W478,,
AT4G34071,AT4G34071,AT4G34071,,n/a,unknown,,,,,
Q94JY0,PAB,At4g34090,,Arabidopsis thaliana,"Protein IN CHLOROPLAST ATPASE BIOGENESIS, chloroplastic",,,Q94JY0; O49495,,GO:0009570; GO:0033614
F4JJY4,At4g34080,At4g34080,DUF641(8|134),Arabidopsis thaliana,Myosin-4 protein (DUF641),,,F4JJY4,,GO:0009959; GO:0009639
F4JKK0,SUD1,At4g34100,,Arabidopsis thaliana,Probable E3 ubiquitin ligase SUD1,,2.3.2.27,F4JKK0; F4JKK1; O49494; Q0WLP2,K10661,GO:0030176; GO:0004842; GO:0008270; GO:0042335; GO:0010143; GO:0008299; GO:1900490; GO:0009414; GO:0010345; GO:0030433; GO:0010025
P42731,PAB2,At4g34110,RRM 1(36|114),Arabidopsis thaliana,Polyadenylate-binding protein 2,,,P42731; Q8RXR5,K13126,GO:0005737; GO:0005829; GO:0005634; GO:0005886; GO:1990904; GO:0003730; GO:0003729; GO:0008143; GO:0008266; GO:0003723; GO:0003743; GO:0000184; GO:1900151; GO:0060211; GO:0006446; GO:0006413; GO:0016032
Q9C5D0,CBSX2,At4g34120,CBS 1(83|145),Arabidopsis thaliana,"CBS domain-containing protein CBSX2, chloroplastic",,,Q9C5D0; O49493,,GO:0009507; GO:0009570; GO:0005886; GO:0045454
AT4G08925,AT4G08925,AT4G08925,,n/a,unknown,,,,,
Q8W491,UGT73B3,At4g34131,,Arabidopsis thaliana,UDP-glycosyltransferase 73B3,,2.4.1.-; 2.4.1.91,Q8W491,,GO:0102360; GO:0047893; GO:0102425; GO:0080043; GO:0035251; GO:0071456; GO:0006952; GO:0051707
AT4G08935,AT4G08935,AT4G08935,,n/a,unknown,,,,,
Q94C57,F28A23,At4g34135,,Arabidopsis thaliana,UDP-glucosyl transferase 73B2,,2.4.1.-; 2.4.1.237,Q94C57,,GO:0047893; GO:0033836; GO:0080044; GO:0035251; GO:0051555; GO:0051707
Q8VZE9,UGT73B1,At4g34138,,Arabidopsis thaliana,UDP-glycosyltransferase 73B1,,2.4.1.-,Q8VZE9,,GO:0080043; GO:0080044
A0A1P8B4Y2,At4g34139,At4g34139,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8B4Y2,,
A0A1P8B7Y7,At4g34140,At4g34140,G-patch(301|347),Arabidopsis thaliana,D111/G-patch domain-containing protein,,,A0A1P8B7Y7,,GO:0003676
A0A178V2Z8,At4g34150,At4g34150,C2(1|93),Arabidopsis thaliana,Uncharacterized protein,,,A0A178V2Z8,,
P42753,CYCD3,At4g34160,,Arabidopsis thaliana,Cyclin-D3-1,,,P42753; O49489; Q56XG2,K14505,GO:0000307; GO:0005737; GO:0042025; GO:0005634; GO:0016538; GO:0051301; GO:0000082; GO:0010444; GO:0044772; GO:0000079; GO:0009735; GO:0009744; GO:0048316
O49488,F10M10.1,At4g34170,F-box(9|55),Arabidopsis thaliana,Putative F-box/kelch-repeat protein At4g34170,,,O49488,,
Q93V74,CYCLASE1,At4g34180,,Arabidopsis thaliana,Cyclase-like protein 1,,,Q93V74; O49487,,GO:0005618; GO:0005783; GO:0005576; GO:0005794; GO:0005886; GO:0099503; GO:0004061; GO:0006952; GO:0043069; GO:0019441
Q9M7I9,SEP1,At4g34190,,Arabidopsis thaliana,"Stress enhanced protein 1, chloroplastic",,,Q9M7I9; O49486,,GO:0009535; GO:0016021; GO:0009523; GO:0016168; GO:0071486; GO:0071492; GO:0015979; GO:0009644; GO:0009611
O49485,EDA9,At4g34200,ACT(531|603),Arabidopsis thaliana,"D-3-phosphoglycerate dehydrogenase 1, chloroplastic",,1.1.1.95,O49485; Q8LGJ6,K00058,GO:0009507; GO:0009570; GO:0005739; GO:0005886; GO:0009536; GO:0005524; GO:0051287; GO:0004617; GO:0006520; GO:0009793; GO:0006564; GO:0009561; GO:0009555; GO:0000096
O49484,ASK11,At4g34210,,Arabidopsis thaliana,SKP1-like protein 11,,,O49484; A0MFB7,K03094,GO:0005737; GO:0005634; GO:0097602; GO:0016567; GO:0031146
Q8L9J9,At4g34215,At4g34215,,Arabidopsis thaliana,Probable carbohydrate esterase At4g34215,,3.1.-.-,Q8L9J9; O49483,,GO:0005829; GO:0016787
Q94C77,At4g34220,At4g34220,Protein kinase(471|753),Arabidopsis thaliana,Receptor protein kinase-like protein At4g34220,,,Q94C77; O49483,,GO:0016021; GO:0005886; GO:0005524; GO:0042631; GO:0009789; GO:0010030; GO:0006468
AT4G08955,AT4G08955,AT4G08955,,n/a,unknown,,,,,
O49482,CAD5,At4g34230,,Arabidopsis thaliana,Cinnamyl alcohol dehydrogenase 5,,1.1.1.195,O49482; Q53ZN0,K00083,GO:0005829; GO:0045551; GO:0016616; GO:0052747; GO:0008270; GO:0009809
Q8W033,ALDH3,At4g34240,,Arabidopsis thaliana,"Aldehyde dehydrogenase family 3 member I1, chloroplastic",,1.2.1.3,Q8W033; Q940H4; Q9SYY9,K00128,GO:0009507; GO:0009941; GO:0005886; GO:0009536; GO:0004028; GO:0004029; GO:0033721; GO:0043878; GO:0006081; GO:0009737; GO:0009414
Q9SYZ0,EL2,At4g34250,FAE(71|366),Arabidopsis thaliana,3-ketoacyl-CoA synthase 16,,2.3.1.199,Q9SYZ0,K15397,GO:0016021; GO:0102336; GO:0102337; GO:0102338; GO:0102756; GO:0006633; GO:0009416
Q8L7W8,AXY8,At4g34260,,Arabidopsis thaliana,Alpha-L-fucosidase 2,,3.2.1.51,Q8L7W8; Q9SYZ1,K15923,GO:0048046; GO:0047513; GO:0004560; GO:0008152
Q8LC44,At4g34265,At4g34265,,Arabidopsis thaliana,Uncharacterized protein At4g34265,,,Q8LC44; A0A178V417,,
Q8VXY4,TIP41L,At4g34270,,Arabidopsis thaliana,TIP41-like protein,,,Q8VXY4; Q9SYZ2; Q9XGU2,K17607,GO:0005737; GO:0005829; GO:0005634; GO:0043666; GO:0007165; GO:0031929
Q8GYY7,DHU1,At4g34280,WD_REPEATS_REGION(483|652),Arabidopsis thaliana,At4g34280,,,Q8GYY7,,GO:0080008; GO:0071493
Q9SYZ4,At4g34290,At4g34290,SWIB(68|144),Arabidopsis thaliana,SWIB/MDM2 domain superfamily protein,,,Q9SYZ4,,GO:0005886
Q9SYZ5,At4g34300,At4g34300,,Arabidopsis thaliana,Cupredoxin superfamily protein,,,Q9SYZ5,,GO:0009055
F4JKN5,At4g34310,At4g34310,,Arabidopsis thaliana,Alpha/beta-Hydrolases superfamily protein,,,F4JKN5,,GO:0016787
AT4G08965,AT4G08965,AT4G08965,,n/a,unknown,,,,,
Q9SYZ7,At4g34320,At4g34320,,Arabidopsis thaliana,UPF0496 protein At4g34320,,,Q9SYZ7,,GO:0016021
Q9SYZ8,At4g34330,At4g34330,,Arabidopsis thaliana,UPF0496 protein At4g34330,,,Q9SYZ8,,GO:0016021
AT4G34332,AT4G34332,AT4G34332,,n/a,unknown,,,,,
Q9SYZ9,TAF8,At4g34340,Histone-fold(30|103),Arabidopsis thaliana,Transcription initiation factor TFIID subunit 8,,,Q9SYZ9; Q8LFR3,K14649,GO:0005669; GO:0046982
A0A1P8B5T9,At4g34345,At4g34345,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8B5T9,,
Q94B35,HDR,At4g34350,,Arabidopsis thaliana,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase, chloroplastic",,1.17.7.4,Q94B35; B9DHZ9; Q56WI5; Q5EGH0; Q9SZ00,K03527,GO:0009507; GO:0009570; GO:0005886; GO:0051539; GO:0051745; GO:0046429; GO:0046872; GO:0050992; GO:0019288
Q9SZ01,At4g34360,At4g34360,Methyltranfer_dom(1|120),Arabidopsis thaliana,Uncharacterized protein AT4g34360,,,Q9SZ01,,
Q949V6,ARI1,At4g34370,,Arabidopsis thaliana,Probable E3 ubiquitin-protein ligase ARI1,,2.3.2.31,Q949V6; Q9SZ02,K11968,GO:0005737; GO:0000151; GO:0046872; GO:0031624; GO:0061630; GO:0032436; GO:0000209; GO:0006511
Q9SZ03,At4g34380,At4g34380,WD_REPEATS_REGION(231|464),Arabidopsis thaliana,At4g34380,,,Q9SZ03,,
C6KIE6,XLG2,At4g34390,G-alpha(461|853),Arabidopsis thaliana,Extra-large guanine nucleotide-binding protein 2,,,C6KIE6; Q9SZ04,,GO:0005834; GO:0005634; GO:0001664; GO:0031683; GO:0005525; GO:0003924; GO:0046872; GO:0007188; GO:0042742; GO:0009617
Q9SZ05,At4g34400,At4g34400,,Arabidopsis thaliana,B3 domain-containing protein At4g34400,,,Q9SZ05; C0SVL4,,GO:0005634; GO:0003677
Q9SZ06,ERF109,At4g34410,,Arabidopsis thaliana,Ethylene-responsive transcription factor ERF109,,,Q9SZ06,,GO:0005634; GO:0003700; GO:0000976; GO:0051301; GO:0050832; GO:0009873; GO:0010087; GO:0010928; GO:0090357; GO:0010200; GO:0062211
Q6NMZ4,At4g34412,At4g34412,,Arabidopsis thaliana,At4g34412,,,Q6NMZ4,K15901,GO:0005829; GO:0005634
Q9SZ07,At4g34419,At4g34419,,Arabidopsis thaliana,Uncharacterized protein AT4g34420,,,Q9SZ07,,
Q9SZ07,At4g34419,At4g34419,,Arabidopsis thaliana,Uncharacterized protein AT4g34420,,,Q9SZ07,,
Q8VY05,CHB3,At4g34430,SWIRM(145|242),Arabidopsis thaliana,SWI/SNF complex subunit SWI3D,,,Q8VY05; O65671; Q3E9R6; Q8GZ04; Q9SZ08,K11649,GO:0005634; GO:0003677; GO:0008270; GO:0006325; GO:0007275
Q8GX23,PERK5,At4g34440,Protein kinase(312|590),Arabidopsis thaliana,Proline-rich receptor-like protein kinase PERK5,,2.7.11.1,Q8GX23; O65672,,GO:0016021; GO:0005886; GO:0005524; GO:0004674; GO:0046777
AT4G09005,AT4G09005,AT4G09005,,n/a,unknown,,,,,
Q0WW26,T4L20.30,At4g34450,,Arabidopsis thaliana,Coatomer subunit gamma,,,Q0WW26; O65673; Q56X38,K17267,GO:0009507; GO:0030126; GO:0005829; GO:0005783; GO:0005793; GO:0005794; GO:0000139; GO:0016020; GO:0005886; GO:0009506; GO:0005198; GO:0006888; GO:0006891; GO:0006886; GO:0009306
P49177,GB1,At4g34460,,Arabidopsis thaliana,Guanine nucleotide-binding protein subunit beta,,,P49177,K04536,GO:0080008; GO:0005737; GO:0005783; GO:0005834; GO:0005634; GO:0005886; GO:0031682; GO:0003924; GO:0009738; GO:0050832; GO:0009817; GO:0030968; GO:0010154; GO:0007186; GO:0009867; GO:0048527; GO:1905392; GO:0072593; GO:2000280; GO:0009723; GO:0009991; GO:0048364; GO:0009845; GO:0010118
O65674,ASK12,At4g34470,,Arabidopsis thaliana,SKP1-like protein 12,,,O65674,K03094,GO:0005737; GO:0005634; GO:0097602; GO:0016567; GO:0031146; GO:0006511
Q9M069,T4L20.60,At4g34480,,Arabidopsis thaliana,"Glucan endo-1,3-beta-glucosidase 7",,3.2.1.39,Q9M069; O65675; P80829,,GO:0046658; GO:0005618; GO:0005576; GO:0042973; GO:0005975; GO:0071555
O65902,CAP1,At4g34490,C-CAP/cofactor C-like(316|453),Arabidopsis thaliana,Cyclase-associated protein 1,,,O65902,K17261,GO:0030864; GO:0005829; GO:0003779; GO:0008179; GO:0030036; GO:0008154; GO:0000902; GO:0007163; GO:0045761; GO:0009826
Q6NKZ9,T4L20.80,At4g34500,Protein kinase(145|426),Arabidopsis thaliana,Probable receptor-like serine/threonine-protein kinase At4g34500,,2.7.11.1,Q6NKZ9; O65676,,GO:0016021; GO:0005886; GO:0005524; GO:0004674
O65677,KCS2,At4g34510,FAE(74|363),Arabidopsis thaliana,3-ketoacyl-CoA synthase 17,,2.3.1.199,O65677,K15397,GO:0016021; GO:0102336; GO:0102337; GO:0102338; GO:0102756; GO:0006633
O65679,PLR3,At4g34540,,Arabidopsis thaliana,Probable pinoresinol-lariciresinol reductase 3,,1.23.1.-,O65679,,GO:0010283; GO:1900057; GO:0033194
A0A178UYP1,At4g34550,At4g34550,NmrA(10|295),Arabidopsis thaliana,NmrA domain-containing protein,,,A0A178UYP1,,
Q8GYL5,T4L20,At4g34555,,Arabidopsis thaliana,40S ribosomal protein S25-3,,,Q8GYL5; Q8L955,K02975,GO:0022627; GO:0005886; GO:0003735
O65681,T4L20.140,At4g34560,,Arabidopsis thaliana,Uncharacterized protein AT4g34560,,,O65681,,GO:0016021
Q05763,THY-2,At4g34570,DHFR(65|242),Arabidopsis thaliana,Bifunctional dihydrofolate reductase-thymidylate synthase 2,,1.5.1.3; 2.1.1.45,Q05763; Q0WT35,K13998,GO:0005829; GO:0005739; GO:0004146; GO:0004799; GO:0009257; GO:0006231; GO:0032259; GO:0006730
F4JLE5,SFH1,At4g34580,CRAL-TRIO(130|304),Arabidopsis thaliana,Phosphatidylinositol/phosphatidylcholine transfer protein SFH1,,,F4JLE5; O65682; Q708J3,,GO:0000139; GO:0005886; GO:0035619; GO:0009932; GO:0015031; GO:0010053; GO:0048768; GO:0048767
O65683,ATB2,At4g34590,bZIP(25|88),Arabidopsis thaliana,bZIP transcription factor 11,,,O65683; P94060,,GO:0005634; GO:0003700; GO:0046982; GO:0043565; GO:0000976; GO:0017148; GO:0045893; GO:0009744; GO:0080149
O65684,CIF2,At4g34600,,Arabidopsis thaliana,Protein CASPARIAN STRIP INTEGRITY FACTOR 2,,,O65684,,GO:0048226; GO:0005179; GO:0071555; GO:0050801; GO:0055072; GO:0007275; GO:0009860; GO:2000067; GO:0010447; GO:0010039
O65685,BLH6,At4g34610,,Arabidopsis thaliana,BEL1-like homeodomain protein 6,,,O65685,,GO:0005634; GO:0003700; GO:0000978; GO:0000976; GO:0006357
O65686,S16-2,At4g34620,,Arabidopsis thaliana,"30S ribosomal protein S16-1, chloroplastic",,,O65686,K02959,GO:0009507; GO:0009941; GO:0005886; GO:0009536; GO:0005840; GO:0015935; GO:0019904; GO:0003735; GO:0009793; GO:0006412
O65687,At4g34630,At4g34630,,Arabidopsis thaliana,Prostatic spermine-binding-like protein,,,O65687,,
P53799,SQS1,At4g34640,,Arabidopsis thaliana,Squalene synthase 1,,2.5.1.21,P53799,K00801,GO:0005783; GO:0005789; GO:0016021; GO:0005886; GO:0004310; GO:0051996; GO:0045338; GO:0008299; GO:0016126
O65688,SQS2,At4g34650,,Arabidopsis thaliana,Inactive squalene synthase 2,,,O65688; O23118,K00801,GO:0005789; GO:0016021; GO:0004310; GO:0045338; GO:0016126
Q8VWF1,SH3P2,At4g34660,BAR(1|264),Arabidopsis thaliana,SH3 domain-containing protein 2,,,Q8VWF1; F4JLF5; F4JLF6; O65689,,GO:0000421; GO:0009504; GO:0030136; GO:0005829; GO:0005768; GO:0005770; GO:0005634; GO:0005886; GO:0043130; GO:0009920; GO:0072583
Q42262,CYC07,At4g34670,,Arabidopsis thaliana,40S ribosomal protein S3a-2,,,Q42262; O82816; Q42293,K02984,GO:0005618; GO:0005829; GO:0022626; GO:0022627; GO:0005730; GO:0005886; GO:0009506; GO:0042788; GO:0003729; GO:0003735; GO:0006412
Q8L4M6,GATA3,At4g34680,,Arabidopsis thaliana,GATA transcription factor 3,,,Q8L4M6; O49742; O65690,,GO:0005730; GO:0005634; GO:0003700; GO:0000976; GO:0008270; GO:0030154; GO:0007623; GO:0045893
Q945M1,CIB22,At4g34700,,Arabidopsis thaliana,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,,,Q945M1; O65692; Q56Z32; Q8LDS9,K03965,GO:0031966; GO:0005747; GO:0005739; GO:0005886; GO:0045271; GO:0005774; GO:0005975; GO:0006120; GO:0009853
O23141,ADC2,At4g34710,,Arabidopsis thaliana,Arginine decarboxylase 2,,4.1.1.19,O23141; Q8H165; Q93ZG4,K01583,GO:0009507; GO:0005829; GO:0008792; GO:0042803; GO:0006527; GO:0006596; GO:0009446; GO:0033388; GO:0009737; GO:0009409; GO:0009753; GO:0080167; GO:0006970; GO:0006979; GO:0009651; GO:0009611; GO:0008295
P0DH94,AVAP5,At2g16510,,Arabidopsis thaliana,V-type proton ATPase subunit c5,,,P0DH94; P59227; Q39037; Q39038; Q39039; Q42424; Q6IDA4; Q96298,K02155,GO:0016021; GO:0005886; GO:0033179; GO:0005774; GO:0005773; GO:0046961
O65693,At4g34730,At4g34730,,Arabidopsis thaliana,"Probable ribosome-binding factor A, chloroplastic",,,O65693; Q8H0V9,K02834,GO:0009507; GO:0043024; GO:0042254; GO:0006364
Q9STG9,ASE2,At4g34740,Glutamine amidotransferase type-2(87|307),Arabidopsis thaliana,"Amidophosphoribosyltransferase 2, chloroplastic",,2.4.2.14,Q9STG9; Q39000; Q5MAT8,K00764,GO:0009507; GO:0009570; GO:0009532; GO:0004044; GO:0051536; GO:0046872; GO:0006189; GO:0009658; GO:0006541; GO:0009116; GO:0009113; GO:0006164
O65694,SAUR49,At4g34750,,Arabidopsis thaliana,SAUR-like auxin-responsive protein family,,,O65694,K14488,GO:0009733
O65695,SAUR50,At4g34760,,Arabidopsis thaliana,Auxin-responsive protein SAUR50,,,O65695; Q94B76,K14488,GO:0009734; GO:0040008
Q9SW57,SAUR1,At4g34770,,Arabidopsis thaliana,SAUR-like auxin-responsive protein family,,,Q9SW57,K14488,GO:0009733
Q9SW56,SAUR2,At4g34780,,Arabidopsis thaliana,SAUR-like auxin-responsive protein family,,,Q9SW56,K14488,GO:0009733
Q9SW55,SAUR3,At4g34790,,Arabidopsis thaliana,At4g34790,,,Q9SW55,K14488,GO:0009733
Q9SW54,SAUR4,At4g34800,,Arabidopsis thaliana,SAUR-like auxin-responsive protein family,,,Q9SW54,K14488,GO:0009733
Q9SW53,T11I11.50,At4g34810,,Arabidopsis thaliana,Uncharacterized protein AT4g34810,,,Q9SW53,,GO:0009733
Q0WLC6,MRL1,At4g34830/At4g34820,,Arabidopsis thaliana,"Pentatricopeptide repeat-containing protein MRL1, chloroplastic",,,Q0WLC6; Q0WVK9; Q6NLP9; Q9SW51; Q9SW52,,GO:0009507; GO:0048255
Q7XA67,MTN2,At4g34840,,Arabidopsis thaliana,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,,3.2.2.9,Q7XA67; Q9SW50,K01244,GO:0008782; GO:0008930; GO:0019509; GO:0009116; GO:0010087; GO:0000003
Q8LDM2,PKSB,At4g34850,,Arabidopsis thaliana,Type III polyketide synthase B,,2.3.1.-,Q8LDM2; A0MFB8; Q9SW49,,GO:0005783; GO:0090439; GO:0009813; GO:0010584; GO:0030639; GO:0080110
Q9SW48,INVB,At4g34860,,Arabidopsis thaliana,Probable alkaline/neutral invertase B,,3.2.1.26,Q9SW48; B9DHG6,,GO:0005829; GO:0033926; GO:0004575; GO:0005987
Q42406,43H1,At4g34870,PPIase cyclophilin-type(7|170),Arabidopsis thaliana,Peptidyl-prolyl cis-trans isomerase CYP18-4,,5.2.1.8,Q42406; Q0WRR9,K01802,GO:0048046; GO:0009507; GO:0005737; GO:0005829; GO:0005794; GO:0005886; GO:0005774; GO:0016018; GO:0003755; GO:0006457; GO:0000413; GO:0007165
A0A1P8B760,At4g34880,At4g34880,,Arabidopsis thaliana,Probable amidase At4g34880,,3.5.1.4,A0A1P8B760; Q9SW47,K01426,GO:0004040; GO:0043864
Q0WQ74,At4g34881,At4g34881,,Arabidopsis thaliana,Transmembrane protein,,,Q0WQ74,,GO:0016021
Q8GUQ8,XDH1,At4g34890,2Fe-2S ferredoxin-type(15|101),Arabidopsis thaliana,Xanthine dehydrogenase 1,,1.17.1.4,Q8GUQ8; Q9SW46,K00106,GO:0005829; GO:0005886; GO:0051537; GO:0009055; GO:0071949; GO:0005506; GO:0004854; GO:0006145; GO:0000302; GO:0009414; GO:0042554; GO:0046110
F4JLI5,XDH2,At4g34900,2Fe-2S ferredoxin-type(7|93),Arabidopsis thaliana,Xanthine dehydrogenase 2,,1.17.1.4,F4JLI5; Q6R2R5; Q9SW45,K00106,GO:0005886; GO:0051537; GO:0009055; GO:0071949; GO:0005506; GO:0004854; GO:0046110
Q9SW44,RH16,At4g34910,Helicase ATP-binding(77|259),Arabidopsis thaliana,DEAD-box ATP-dependent RNA helicase 16,,3.6.4.13,Q9SW44; Q9ZS05,K14810,GO:0005730; GO:0005524; GO:0003723; GO:0003724
Q9SW43,At4g34920,At4g34920,,Arabidopsis thaliana,AT4g34920/F11I11_160,,,Q9SW43,,GO:0005829; GO:0005886; GO:0008081; GO:0006629
Q9SW42,At4g34930,At4g34930,,Arabidopsis thaliana,At4g34930,,,Q9SW42,,GO:0008081; GO:0006629
Q9SW41,ARO1,At4g34940,,Arabidopsis thaliana,Armadillo repeat only 1,,,Q9SW41,,GO:0005737; GO:0005634; GO:0090404; GO:0030036; GO:0009860
Q9SW40,At4g34950,At4g34950,Nodulin-like(16|262),Arabidopsis thaliana,Major facilitator superfamily protein,,,Q9SW40,,GO:0016021; GO:0016020; GO:0005886
O49605,CYP21-1,At4g34960,PPIase cyclophilin-type(50|214),Arabidopsis thaliana,Peptidyl-prolyl cis-trans isomerase CYP21-1,,5.2.1.8,O49605,,GO:0005737; GO:0005783; GO:0005768; GO:0005794; GO:0005797; GO:0043231; GO:0005802; GO:0016018; GO:0003755; GO:0006457; GO:0000413
O49606,ADF9,At4g34970,ADF-H(8|141),Arabidopsis thaliana,Actin-depolymerizing factor 9,,,O49606,K05765,GO:0015629; GO:0005737; GO:0051015; GO:0051017; GO:0030042; GO:0030041
O49607,SLP2,At4g34980,Inhibitor I9(46|99),Arabidopsis thaliana,Subtilisin-like protease SBT1.6,,3.4.21.-,O49607,,GO:0005886; GO:0004252; GO:0008236; GO:0009827
O49608,MYB32,At4g34990,HTH myb-type 1(9|61),Arabidopsis thaliana,Transcription factor MYB32,,,O49608; Q9SAM5; Q9SBG2; Q9SM28,K09422,GO:0005634; GO:0003700; GO:0000976
Q42564,APX,At4g35000,,Arabidopsis thaliana,L-ascorbate peroxidase 3,,1.11.1.11,Q42564; O81810,K00434,GO:0009507; GO:0009941; GO:0046861; GO:0016021; GO:0005739; GO:0005778; GO:0005777; GO:0005886; GO:0009506; GO:0009536; GO:0005774; GO:0005773; GO:0020037; GO:0016688; GO:0046872; GO:0004601; GO:0034599; GO:0042744; GO:0006979; GO:0000302
Q9SCV1,BGAL11,At4g35010,SUEL-type lectin(751|840),Arabidopsis thaliana,Beta-galactosidase 11,,3.2.1.23,Q9SCV1; O49609,,GO:0048046; GO:0005618; GO:0005773; GO:0004565; GO:0030246; GO:0005975
Q38912,RAC1,At4g35020,,Arabidopsis thaliana,Rac-like GTP-binding protein ARAC3,,,Q38912; P92989; Q84W42,K04392,GO:0005938; GO:0042995; GO:0005737; GO:0031410; GO:0005856; GO:0043231; GO:0005730; GO:0005634; GO:0005886; GO:0030427; GO:0005819; GO:0019003; GO:0005525; GO:0003924; GO:0019901; GO:0030036; GO:0007015; GO:0009734; GO:0030865; GO:0009958; GO:0032956; GO:0010928; GO:0008360; GO:0048767; GO:0048766; GO:0007264
Q84JM7,M4E13.90,At4g35030,Protein kinase(104|321),Arabidopsis thaliana,Protein kinase superfamily protein,,,Q84JM7,,GO:0005524; GO:0004672
B3H7G5,At4g35025,At4g35025,,Arabidopsis thaliana,Uncharacterized protein,,,B3H7G5,,
Q8VY76,BZIP19,At4g35040,bZIP(89|155),Arabidopsis thaliana,Basic leucine zipper 19,,,Q8VY76; O49611; Q8LD81,,GO:0005634; GO:0003677; GO:0003700; GO:0000976; GO:0010043
O22469,MSI3,At4g35050,,Arabidopsis thaliana,WD-40 repeat-containing protein MSI3,,,O22469; O49612,K10752,GO:0080008; GO:0005634; GO:0006325
O49613,HIPP25,At4g35060,HMA(25|89),Arabidopsis thaliana,Heavy metal-associated isoprenylated plant protein 25,,,O49613; Q0WPK7,,GO:0016020; GO:0009506; GO:0046872; GO:0030001
A8MQI2,T12J5.5,At4g35070,,Arabidopsis thaliana,SBP (S-ribonuclease binding protein) family protein,,,A8MQI2,K19042,GO:0046872
F4JM82,T12J5.1,At4g35080,DsbD_2(218|363),Arabidopsis thaliana,High-affinity nickel-transport family protein,,,F4JM82,,GO:0016021
P25819,CAT,At4g35090,,Arabidopsis thaliana,Catalase-2,,1.11.1.6,P25819; O49615,K03781,GO:0005737; GO:0005829; GO:0022626; GO:0009514; GO:0005739; GO:0005777; GO:0005886; GO:0010319; GO:0004096; GO:0050897; GO:0020037; GO:0008219; GO:0045454; GO:0006995; GO:0016036; GO:0009970; GO:0042744; GO:0009648; GO:0009409; GO:0042542; GO:0009416; GO:0006979
P93004,PIP3,At4g35100,,Arabidopsis thaliana,Aquaporin PIP2-7,,,P93004; O22332; O49616,K09872,GO:0046658; GO:0016021; GO:0005634; GO:0005886; GO:0009506; GO:0005773; GO:0003729; GO:0015250; GO:0009737
B3H7D4,T12J5.14,At4g35110,,Arabidopsis thaliana,Phospholipase-like protein (PEARLI 4) family protein,,,B3H7D4,,
O49618,At4g35120,At4g35120,F-box(24|70),Arabidopsis thaliana,Putative F-box/kelch-repeat protein At4g35120,,,O49618,,
AT4G09105,AT4G09105,AT4G09105,,n/a,unknown,,,,,
O49619,PCMP-H27,At4g35130,,Arabidopsis thaliana,"Pentatricopeptide repeat-containing protein At4g35130, chloroplastic",,,O49619,,GO:0009507; GO:0008270
A0A178UWL0,T12J5.10,At4g35140,,Arabidopsis thaliana,Transducin/WD40 repeat-like superfamily protein,,,A0A178UWL0; A0A1P8B736,K11804,GO:0080008; GO:0005737
Q9T003,ASMT,At4g35160,,Arabidopsis thaliana,Acetylserotonin O-methyltransferase,,2.1.1.4,Q9T003,K22588,GO:0005737; GO:0017096; GO:0008171; GO:0046983; GO:0008757; GO:0019438; GO:0030187; GO:0032259
Q5BPK0,At4g35165,At4g35165,Prolamin_like(49|110),Arabidopsis thaliana,Egg cell-secreted-like protein (DUF1278),,,Q5BPK0,,GO:0005576; GO:0031982; GO:0009567; GO:0080155; GO:2000008
Q9T004,T12J5.40,At4g35170,,Arabidopsis thaliana,Uncharacterized protein AT4g35170,,,Q9T004,,GO:0016021
Q84WE9,T12J5.50,At4g35180,,Arabidopsis thaliana,Lysine histidine transporter-like 7,,,Q84WE9; Q8LAX8; Q9T005,,GO:0016021; GO:0005886; GO:0006865
Q8LBB7,LOG5,At4g35190,,Arabidopsis thaliana,Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG5,,3.2.2.n1,Q8LBB7; Q9T006,K22522,GO:0005829; GO:0005634; GO:0016799; GO:0009691
A0MFB9,,A0MFB9,,Arabidopsis thaliana,Uncharacterized protein,,,A0MFB9,,
Q9T008,T12J5.80,At4g35210,,Arabidopsis thaliana,Carrier protein (DUF241),,,Q9T008,,
Q94JT5,CYCLASE2,At4g35220,,Arabidopsis thaliana,Cyclase-like protein 2,,,Q94JT5; O65505,,GO:0005783; GO:0005576; GO:0005794; GO:0005886; GO:0099503; GO:0004061; GO:0019441
